id,grade,annual_income,short_employee,emp_length_num,home_ownership,Debt-To-Income Ratio,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan,annual_income_log
9002025,D,100380,0,11,MORTGAGE,16.34,medical,36 months,1,missing,93.5,0.0,0.457509394,0,11.516728225303156
8982421,A,60000,0,5,RENT,31.6,debt_consolidation,36 months,0,missing,34.7,0.0,0.54444883,0,11.002116507732017
9002113,B,90000,0,2,MORTGAGE,9.64,debt_consolidation,36 months,1,missing,50.5,0.0,0.75848735,0,11.407576060361786
9009970,B,111000,0,11,MORTGAGE,10.57,debt_consolidation,36 months,1,missing,58.3,0.0,0.859427511,0,11.6172944892629
9002037,A,115000,0,4,MORTGAGE,4.43,debt_consolidation,36 months,0,missing,41.7,0.0,0.471521029,0,11.652696102959753
9011935,A,85000,0,11,MORTGAGE,31.16,credit_card,36 months,1,missing,34.7,0.0,0.200764517,0,11.350418300109132
9000330,B,94000,1,1,MORTGAGE,20.76,credit_card,36 months,1,missing,24.7,0.0,0.835661569,1,11.451060699493427
9011966,C,74000,0,7,MORTGAGE,14.16,home_improvement,36 months,0,missing,94.8,0.0,0.332708631,0,11.211833885608513
8992097,A,45000,0,5,RENT,29.81,debt_consolidation,36 months,1,missing,26.0,0.0,0.218810218,0,10.714439990727769
8992059,D,49500,0,4,RENT,22.77,credit_card,60 months,0,missing,59.8,0.0,0.846389661,0,10.809748150372926
8988199,B,73000,0,11,RENT,6.59,debt_consolidation,36 months,0,missing,60.4,0.0,0.074461964,0,11.19822841866684
9002197,C,70000,0,11,MORTGAGE,9.51,debt_consolidation,60 months,0,missing,89.4,0.0,0.46274164,0,11.156264806643742
9002027,C,30000,0,3,RENT,13.46,debt_consolidation,36 months,0,missing,86.8,17.16,0.591540638,1,10.308985993422082
9012184,B,64449,0,11,OWN,18.72,credit_card,36 months,1,missing,63.7,0.01,0.126597933,1,11.073645008367333
8324856,B,120000,0,11,MORTGAGE,7.82,credit_card,36 months,0,missing,58.7,0.0,0.186987943,0,11.695255355062795
8904919,C,59000,0,8,MORTGAGE,11.03,debt_consolidation,60 months,1,missing,67.5,0.0,0.350728831,0,10.985309671896763
8935714,C,85000,0,11,RENT,26.56,debt_consolidation,36 months,0,missing,57.1,0.0,0.732644894,1,11.350418300109132
8945729,C,37800,0,11,RENT,10.03,credit_card,36 months,1,missing,65.6,0.0,0.859174339,0,10.540090836284206
7894602,D,29120,1,1,RENT,15.66,debt_consolidation,36 months,0,missing,90.8,0.0,0.155265005,0,10.279214842380336
9034650,E,78000,0,11,MORTGAGE,2.8,debt_consolidation,60 months,1,missing,55.9,0.0,0.943215823,0,11.264476926102367
9011295,E,108000,0,6,RENT,24.12,debt_consolidation,60 months,0,missing,67.8,0.0,0.458050533,0,11.58989576532275
9054762,B,47000,0,11,OWN,23.0,credit_card,36 months,1,missing,20.1,0.0,0.090168798,0,10.757924157061597
8982307,B,225000,0,11,MORTGAGE,4.01,other,36 months,1,missing,85.4,0.0,0.383094544,0,12.323860125621126
9044795,E,50841,0,7,OWN,16.48,debt_consolidation,36 months,0,missing,72.2,0.0,0.289810172,0,10.836478063632697
9034808,C,102000,0,3,RENT,26.68,debt_consolidation,36 months,1,missing,69.4,0.0,0.942276155,1,11.532737896139919
9001491,A,100000,1,1,RENT,2.0,credit_card,36 months,1,missing,33.8,0.0,0.506696514,0,11.51293546492023
9044663,C,40000,0,11,RENT,18.96,debt_consolidation,36 months,0,missing,53.4,0.0,0.220700332,0,10.596659732783579
9024604,B,130000,0,2,MORTGAGE,20.85,debt_consolidation,36 months,0,missing,55.1,0.0,0.159165905,0,11.775297421715827
9054726,C,117000,0,8,RENT,26.25,debt_consolidation,60 months,0,missing,0.0,0.0,0.7618253,0,11.669937760751914
8992303,A,130000,0,4,MORTGAGE,19.1,debt_consolidation,36 months,0,missing,57.8,0.0,0.1087284,0,11.775297421715827
9006986,B,86500,1,1,MORTGAGE,11.88,credit_card,36 months,0,missing,29.9,0.0,0.791178478,0,11.367911253546788
9024736,C,50000,0,2,RENT,25.2,debt_consolidation,60 months,1,missing,41.5,0.0,0.562649476,1,10.819798284210286
9054569,B,80000,0,11,MORTGAGE,19.31,home_improvement,36 months,0,missing,73.5,0.0,0.975799315,0,11.289794413577894
8982426,C,98000,0,3,MORTGAGE,21.14,debt_consolidation,60 months,1,missing,73.3,0.0,0.374233202,0,11.49273296168228
9024802,C,58000,0,11,MORTGAGE,29.44,home_improvement,36 months,1,missing,24.1,0.0,0.878420422,0,10.968215530759236
9074679,C,55000,0,10,RENT,23.92,credit_card,36 months,0,missing,78.2,0.0,0.153960108,0,10.915106645867503
9074704,A,86580,1,1,MORTGAGE,18.92,debt_consolidation,36 months,1,missing,74.7,0.0,0.118289461,0,11.36883567094082
9002251,B,50814,0,7,MORTGAGE,24.38,debt_consolidation,36 months,0,missing,47.1,0.0,0.784040751,0,10.835946865571866
8145616,D,125000,0,3,RENT,16.85,vacation,60 months,0,missing,38.6,0.0,0.122353874,0,11.736077016252437
8617313,D,69840,0,11,MORTGAGE,15.27,home_improvement,36 months,0,missing,72.0,0.0,0.49528599,0,11.153976508853129
9074958,C,55000,0,7,MORTGAGE,17.65,debt_consolidation,60 months,1,missing,53.2,0.0,0.766161348,0,10.915106645867503
8991444,A,125000,0,11,MORTGAGE,21.39,car,36 months,1,missing,51.7,0.0,0.995045533,0,11.736077016252437
9044882,C,38000,1,0,RENT,12.03,debt_consolidation,36 months,1,missing,22.8,0.0,0.2797833,0,10.545367754151743
9045013,A,36000,0,4,RENT,18.59,debt_consolidation,36 months,1,missing,17.3,0.0,0.036823299,0,10.491301994830229
9024992,C,45000,0,11,RENT,16.05,debt_consolidation,36 months,1,missing,64.0,0.0,0.526112514,0,10.714439990727769
8995728,C,43500,0,4,MORTGAGE,9.6,credit_card,36 months,0,missing,66.9,0.0,0.966204273,0,10.680539205318292
9044889,D,40032,0,4,MORTGAGE,15.92,credit_card,36 months,0,missing,34.4,0.0,0.29399852,0,10.597459392970629
9054960,C,33000,0,7,RENT,24.76,debt_consolidation,36 months,1,missing,51.2,0.0,0.270970225,1,10.404293143019792
9044839,D,55000,0,4,RENT,6.44,credit_card,36 months,0,missing,67.3,0.0,0.005353252,0,10.915106645867503
9054946,A,80000,0,3,MORTGAGE,15.74,credit_card,36 months,1,missing,32.5,0.0,0.972059207,0,11.289794413577894
8981789,B,68000,0,9,MORTGAGE,24.78,debt_consolidation,36 months,1,missing,33.3,0.0,0.820971195,0,11.127277689932466
8965342,B,175000,0,7,MORTGAGE,18.23,debt_consolidation,36 months,0,missing,42.9,0.0,0.304341976,0,12.07254696717504
8959645,B,45800,0,11,MORTGAGE,13.73,debt_consolidation,36 months,1,missing,39.2,0.0,0.244570761,1,10.732061203925053
9074904,C,160000,0,11,MORTGAGE,15.33,debt_consolidation,60 months,1,missing,49.7,0.0,0.748061658,0,11.982935344196433
9054827,B,46000,0,6,MORTGAGE,21.76,debt_consolidation,36 months,0,missing,19.0,0.0,0.060583674,0,10.736418414365376
8981594,B,25000,0,11,RENT,32.79,debt_consolidation,36 months,1,missing,64.3,0.0,0.559419891,0,10.12667110305036
8565410,B,80000,0,11,MORTGAGE,18.8,debt_consolidation,36 months,1,missing,45.6,0.0,0.655784443,0,11.289794413577894
8597319,D,105000,0,10,MORTGAGE,19.31,debt_consolidation,60 months,1,missing,41.2,0.0,0.942328217,0,11.561725152903833
8766339,B,260000,0,11,MORTGAGE,12.44,debt_consolidation,36 months,0,missing,61.1,0.0,0.441330288,0,12.468440756144114
9025305,D,98000,0,11,MORTGAGE,15.92,credit_card,60 months,1,missing,92.8,0.0,0.830110629,0,11.49273296168228
9054866,D,80000,0,11,MORTGAGE,29.54,debt_consolidation,60 months,1,missing,70.2,0.0,0.838182962,0,11.289794413577894
9055015,B,170000,0,11,MORTGAGE,13.21,credit_card,36 months,1,missing,27.0,0.0,0.577713556,0,12.04355959836804
9035131,C,180000,0,5,OWN,2.82,home_improvement,36 months,0,missing,5.7,0.0,0.668306517,0,12.100717685412471
9045233,B,70000,0,11,MORTGAGE,8.67,debt_consolidation,36 months,1,missing,49.4,0.0,0.232595352,0,11.156264806643742
9025298,B,75000,0,11,RENT,20.08,debt_consolidation,36 months,1,missing,58.4,0.0,0.320807925,0,11.225256725762893
9025107,B,70000,0,3,RENT,6.34,debt_consolidation,36 months,0,missing,26.9,0.0,0.518801135,0,11.156264806643742
9025322,B,55000,0,5,RENT,4.07,credit_card,36 months,1,missing,47.7,0.0,0.277182661,0,10.915106645867503
9011553,F,85000,0,2,RENT,9.16,debt_consolidation,60 months,1,missing,76.2,0.0,0.582180022,0,11.350418300109132
9044788,C,37000,0,11,RENT,11.68,debt_consolidation,36 months,1,missing,0.7,0.0,0.083428946,0,10.518700218288165
8964578,B,60000,0,11,MORTGAGE,16.22,debt_consolidation,36 months,1,missing,78.6,0.0,0.603954616,0,11.002116507732017
8975389,G,70000,0,4,MORTGAGE,20.08,small_business,60 months,0,missing,72.0,0.0,0.781390806,1,11.156264806643742
9075166,B,47000,1,1,RENT,18.34,debt_consolidation,36 months,0,missing,89.8,0.0,0.839019985,0,10.757924157061597
9055210,A,80000,0,11,MORTGAGE,11.31,credit_card,36 months,1,missing,35.4,0.0,0.283751141,0,11.289794413577894
9075003,D,88000,0,10,RENT,11.8,debt_consolidation,60 months,1,missing,70.9,0.0,0.206363786,0,11.385103457032141
9074936,A,68436,0,11,RENT,0.7,major_purchase,36 months,1,missing,4.6,0.0,0.714849091,0,11.133668893030196
9065222,A,100000,0,11,MORTGAGE,18.16,credit_card,36 months,0,missing,26.7,0.0,0.627794257,0,11.51293546492023
9075091,F,27500,0,2,MORTGAGE,12.88,other,36 months,0,missing,58.3,0.0,0.98062569,0,10.221977646629885
9074937,B,60000,0,8,RENT,9.96,debt_consolidation,36 months,0,missing,19.0,0.0,0.542843525,0,11.002116507732017
9025456,B,60000,0,6,RENT,14.8,credit_card,36 months,1,missing,69.5,0.0,0.7140473,0,11.002116507732017
8971121,A,105000,0,4,MORTGAGE,11.09,credit_card,36 months,1,missing,54.1,0.0,0.872662477,0,11.561725152903833
9035479,E,250000,0,11,RENT,5.61,debt_consolidation,60 months,0,missing,82.3,0.0,0.741115222,1,12.429220196836383
9035449,B,75000,0,9,MORTGAGE,22.32,home_improvement,36 months,0,missing,45.9,0.0,0.266540221,0,11.225256725762893
9025609,C,43000,0,11,RENT,22.58,debt_consolidation,36 months,1,missing,63.6,0.0,0.018670945,0,10.668978650219241
8607766,D,37000,0,5,RENT,7.98,major_purchase,36 months,1,missing,41.5,0.0,0.531717781,0,10.518700218288165
9035447,C,45000,0,7,RENT,10.83,debt_consolidation,36 months,0,missing,90.4,0.0,0.224079831,0,10.714439990727769
9025385,C,56000,0,2,MORTGAGE,8.62,debt_consolidation,36 months,1,missing,33.3,0.0,0.411982857,0,10.933124826700707
8990989,C,76000,1,1,MORTGAGE,12.87,debt_consolidation,60 months,0,missing,54.4,0.0,0.124889567,0,11.23850177707664
8960144,C,97000,0,11,MORTGAGE,28.06,major_purchase,36 months,0,missing,67.3,0.0,0.329044144,0,11.48247656671073
8989366,B,45000,0,3,RENT,7.09,debt_consolidation,36 months,1,missing,40.4,0.0,0.422808552,0,10.714439990727769
9035405,C,45000,1,1,MORTGAGE,12.77,debt_consolidation,36 months,1,missing,53.4,0.0,0.929433795,0,10.714439990727769
8991416,E,60000,0,3,OWN,0.84,home_improvement,36 months,1,missing,25.9,0.0,0.415364404,0,11.002116507732017
8971059,D,40000,0,6,RENT,0.78,other,36 months,1,missing,16.5,0.0,0.365409951,1,10.596659732783579
8986118,C,46200,0,5,MORTGAGE,20.26,debt_consolidation,60 months,1,missing,48.7,0.0,0.364024222,0,10.740756721857226
9001953,B,83000,1,1,MORTGAGE,14.2,debt_consolidation,60 months,1,missing,48.7,0.0,0.945616837,0,11.326607934898927
9025310,D,53000,0,7,RENT,26.0,debt_consolidation,36 months,1,missing,75.8,0.0,0.917072716,1,10.87806606028079
9035466,C,56000,0,5,OWN,14.23,debt_consolidation,36 months,0,missing,28.5,0.0,0.595531357,0,10.933124826700707
9065375,D,88500,0,11,RENT,15.76,house,60 months,1,missing,20.6,0.0,0.913383435,0,11.390769130367211
9075451,D,100000,0,6,RENT,19.76,credit_card,36 months,1,missing,90.5,0.0,0.791834227,1,11.51293546492023
9094751,F,80000,0,8,RENT,7.1,major_purchase,60 months,1,missing,39.9,0.0,0.108010835,1,11.289794413577894
9035577,C,70000,0,11,OWN,33.8,debt_consolidation,36 months,1,missing,99.5,0.0,0.028729596,0,11.156264806643742
9065506,E,92000,0,4,MORTGAGE,17.28,debt_consolidation,60 months,0,missing,85.2,0.0,0.466057124,1,11.429554725537322
9035552,D,70000,0,5,MORTGAGE,19.32,debt_consolidation,36 months,0,missing,82.2,0.0,0.199157473,1,11.156264806643742
9065353,C,104500,0,7,MORTGAGE,0.54,home_improvement,36 months,1,missing,2.5,15.0,0.878259364,0,11.556951919719207
9065385,D,109000,0,11,MORTGAGE,16.85,debt_consolidation,60 months,0,missing,51.1,0.0,0.567270308,1,11.599112335481124
9045496,C,29000,0,4,MORTGAGE,26.37,debt_consolidation,36 months,1,missing,32.1,0.0,0.333098437,0,10.275085591132715
9045375,A,98000,0,11,MORTGAGE,4.09,credit_card,36 months,0,missing,51.6,0.0,0.045855174,0,11.49273296168228
9045417,E,42000,0,7,RENT,22.49,debt_consolidation,36 months,1,missing,53.3,0.0,0.772956733,1,10.645448706505872
9054952,A,105000,0,3,MORTGAGE,10.66,debt_consolidation,36 months,0,missing,47.0,0.0,0.497803845,0,11.561725152903833
8629957,D,54000,0,11,OWN,33.93,credit_card,60 months,1,missing,60.0,0.0,0.721650221,1,10.896757843893464
8627202,D,38000,1,1,RENT,32.9,credit_card,60 months,1,missing,67.0,0.0,0.105834597,1,10.545367754151743
8885867,B,105000,0,11,MORTGAGE,12.65,credit_card,36 months,0,missing,65.7,0.0,0.738590321,0,11.561725152903833
8584842,B,100000,0,10,MORTGAGE,15.6,credit_card,36 months,0,missing,61.4,0.0,0.717168864,0,11.51293546492023
8979369,E,52000,1,1,MORTGAGE,8.8,house,60 months,1,missing,21.6,0.0,0.597282308,0,10.859018228147887
8835092,E,52000,0,4,MORTGAGE,17.24,debt_consolidation,60 months,0,missing,34.3,0.0,0.157281611,0,10.859018228147887
8795136,F,70000,1,1,MORTGAGE,18.31,home_improvement,36 months,1,missing,88.7,0.0,0.408643812,0,11.156264806643742
9025808,B,70000,0,2,RENT,18.12,credit_card,36 months,0,missing,61.6,0.0,0.213298669,0,11.156264806643742
9075719,C,110000,0,3,MORTGAGE,5.03,home_improvement,36 months,0,missing,74.0,0.0,0.634041339,0,11.608244735642321
9025152,C,45000,0,4,OWN,33.65,debt_consolidation,36 months,1,missing,64.1,0.0,0.610059251,0,10.714439990727769
9025676,D,57000,0,4,MORTGAGE,22.02,debt_consolidation,36 months,0,missing,89.7,0.0,0.445361702,0,10.950824090522445
9055692,C,92000,0,8,MORTGAGE,17.48,debt_consolidation,60 months,1,missing,49.6,0.0,0.080916389,0,11.429554725537322
9025804,B,100000,0,11,RENT,2.44,debt_consolidation,36 months,0,missing,55.1,0.0,0.545741159,0,11.51293546492023
9065576,C,65000,0,4,RENT,18.74,debt_consolidation,36 months,1,missing,81.4,0.0,0.855122927,0,11.082157933374816
9065691,B,65000,0,6,MORTGAGE,17.89,debt_consolidation,36 months,0,missing,45.5,0.0,0.266271829,0,11.082157933374816
9075583,B,70000,0,11,MORTGAGE,5.78,debt_consolidation,36 months,0,missing,56.9,0.0,0.942034408,0,11.156264806643742
9045921,B,45000,0,4,MORTGAGE,21.6,debt_consolidation,36 months,1,missing,98.7,0.0,0.375728431,0,10.714439990727769
9045109,A,38000,0,7,MORTGAGE,5.31,debt_consolidation,36 months,1,missing,30.4,0.0,0.559505455,0,10.545367754151743
9065734,D,37072,0,11,MORTGAGE,15.9,debt_consolidation,60 months,1,missing,94.0,0.0,0.456487751,1,10.520644220844389
9065608,D,52000,0,3,RENT,12.21,debt_consolidation,60 months,0,missing,36.7,0.0,0.398475126,0,10.859018228147887
9045950,A,106000,0,5,MORTGAGE,10.0,credit_card,36 months,1,missing,47.0,0.0,0.931691964,0,11.571203807011969
9034592,C,86500,0,3,RENT,15.07,debt_consolidation,60 months,1,missing,71.2,0.0,0.100623527,0,11.367911253546788
9008454,D,65000,0,11,OWN,8.92,debt_consolidation,60 months,0,missing,26.8,0.0,0.707435429,0,11.082157933374816
9065571,B,70000,0,5,MORTGAGE,16.95,credit_card,36 months,0,missing,73.9,0.0,0.202208742,0,11.156264806643742
9075761,E,75000,0,11,RENT,10.8,debt_consolidation,36 months,0,missing,62.5,0.0,0.605029801,1,11.225256725762893
9035610,A,32552,0,9,MORTGAGE,16.59,credit_card,36 months,1,missing,55.4,0.0,0.90189511,0,10.390624809288317
9075572,B,36000,0,5,RENT,14.6,debt_consolidation,36 months,0,missing,61.7,0.0,0.610352524,0,10.491301994830229
9035653,A,55000,0,4,MORTGAGE,11.15,credit_card,36 months,0,missing,32.3,0.0,0.788302726,0,10.915106645867503
9055789,B,100356,0,3,MORTGAGE,26.17,debt_consolidation,36 months,0,missing,33.1,0.0,0.796822146,0,11.516489107646168
9065785,E,30000,0,3,MORTGAGE,20.36,home_improvement,36 months,0,missing,56.8,0.0,0.558006455,0,10.308985993422082
9075631,B,32588,0,6,RENT,13.44,debt_consolidation,36 months,1,missing,41.1,0.0,0.375940772,0,10.39173008710186
9065762,E,56664,1,0,MORTGAGE,33.08,home_improvement,36 months,0,missing,78.8,0.0,0.352799609,0,10.944912015167048
9075434,B,33000,0,4,MORTGAGE,27.49,debt_consolidation,36 months,0,missing,30.2,0.0,0.924024958,0,10.404293143019792
9065633,C,345000,0,3,OWN,7.75,home_improvement,60 months,1,missing,76.7,0.0,0.252457476,0,12.75130259456002
9094760,B,60000,0,11,RENT,19.38,credit_card,36 months,0,missing,42.1,0.0,0.892831611,1,11.002116507732017
8959994,C,93000,0,5,MORTGAGE,15.69,small_business,60 months,0,missing,20.5,0.0,0.044941586,0,11.440365524765756
9025945,B,150000,1,1,MORTGAGE,14.37,debt_consolidation,36 months,1,missing,76.6,0.0,0.890142227,0,11.918397239722838
5958599,B,180000,0,3,MORTGAGE,11.85,wedding,36 months,1,missing,5.3,0.0,0.617184459,0,12.100717685412471
9009913,A,135000,0,7,MORTGAGE,13.93,debt_consolidation,36 months,1,missing,28.7,0.0,0.235674715,0,11.813037464800539
9036055,A,72000,1,0,MORTGAGE,22.1,debt_consolidation,36 months,1,missing,21.5,0.0,0.433348964,0,11.184435286790631
9035950,A,110000,0,11,MORTGAGE,14.04,credit_card,36 months,1,missing,46.7,0.0,0.014439748,0,11.608244735642321
9046005,B,65000,0,9,MORTGAGE,11.45,medical,36 months,0,missing,46.2,0.0,0.601917445,0,11.082157933374816
9035201,A,54800,1,1,RENT,17.98,debt_consolidation,36 months,1,missing,35.5,0.0,0.500211184,0,10.911463720944793
9046018,B,87000,0,11,MORTGAGE,29.28,debt_consolidation,36 months,0,missing,45.1,0.0,0.817303629,0,11.373674891823535
9025918,G,80000,0,11,MORTGAGE,6.97,debt_consolidation,60 months,0,missing,34.4,0.0,0.036254964,0,11.289794413577894
8557756,C,50000,0,11,RENT,21.58,credit_card,60 months,1,missing,56.3,0.0,0.65363554,0,10.819798284210286
8978938,D,78000,1,1,RENT,30.83,other,60 months,0,missing,54.9,0.0,0.771252339,0,11.264476926102367
8959726,C,67000,1,0,MORTGAGE,18.41,debt_consolidation,36 months,1,missing,80.6,0.0,0.608230327,0,11.112462823634855
8961481,D,90000,0,11,MORTGAGE,21.49,debt_consolidation,60 months,0,missing,65.5,0.0,0.827774301,1,11.407576060361786
9046192,A,143000,0,11,MORTGAGE,17.01,credit_card,36 months,0,missing,56.1,0.0,0.435868907,1,11.870606902224587
9075351,B,62000,0,7,RENT,13.4,debt_consolidation,36 months,0,missing,74.1,0.0,0.503615369,0,11.034905792929415
9065782,B,175000,0,3,MORTGAGE,17.0,credit_card,36 months,1,missing,59.1,0.0,0.43707782,0,12.07254696717504
9055867,A,60000,0,2,MORTGAGE,25.9,debt_consolidation,36 months,1,missing,0.2,0.0,0.059153263,0,11.002116507732017
9075248,C,36845,0,7,OWN,4.23,car,60 months,0,missing,39.4,0.0,0.88366895,0,10.514502343557455
9055885,E,55125,0,3,MORTGAGE,18.29,debt_consolidation,60 months,0,missing,65.6,0.0,0.956126695,1,10.917376753174178
9065904,B,60000,0,7,MORTGAGE,23.96,credit_card,36 months,0,missing,45.3,0.0,0.571854292,1,11.002116507732017
9055892,D,113000,0,11,MORTGAGE,12.56,debt_consolidation,36 months,1,missing,66.1,0.0,0.38865546,0,11.635151947212842
9065794,F,52000,0,6,RENT,12.35,other,60 months,1,missing,38.8,0.0,0.052876523,0,10.859018228147887
9054638,D,40000,0,6,MORTGAGE,11.67,debt_consolidation,36 months,1,missing,57.9,15.0,0.435960301,1,10.596659732783579
9065892,C,61000,0,11,MORTGAGE,24.49,other,36 months,0,missing,54.1,0.0,0.494115371,0,11.0186455364637
9094910,D,73495,0,3,RENT,19.86,credit_card,60 months,1,missing,94.3,0.0,0.740863258,0,11.204986261951303
9075951,F,72000,0,11,RENT,15.4,debt_consolidation,60 months,1,missing,86.4,0.0,0.364478375,0,11.184435286790631
9035013,C,85000,0,11,OWN,18.74,debt_consolidation,36 months,0,0.0,51.7,0.0,0.720417758,0,11.350418300109132
8615241,C,145000,0,5,MORTGAGE,7.78,small_business,36 months,1,missing,9.9,0.0,0.205909398,0,11.884495917930655
9026312,C,95000,0,11,OWN,11.15,debt_consolidation,36 months,0,missing,14.3,0.0,0.609039111,0,11.461642696843066
8934992,F,78000,0,11,OWN,25.95,small_business,60 months,1,missing,39.4,0.0,0.697459549,1,11.264476926102367
9026275,D,38000,0,11,RENT,25.36,other,36 months,0,missing,93.4,0.0,0.39865488,1,10.545367754151743
9036173,E,37000,0,6,MORTGAGE,20.08,debt_consolidation,60 months,0,missing,73.3,0.0,0.638507322,1,10.518700218288165
9046110,C,63000,0,2,MORTGAGE,22.74,debt_consolidation,36 months,0,missing,75.0,0.0,0.972572392,0,11.050905878263567
9026156,A,185000,0,11,MORTGAGE,9.67,debt_consolidation,36 months,1,missing,91.4,0.0,0.516876944,0,12.128116509451258
9036138,C,28000,0,11,MORTGAGE,9.6,home_improvement,36 months,1,missing,49.7,0.0,0.620555673,0,10.239995502805316
9035773,F,78000,0,11,RENT,29.79,debt_consolidation,36 months,0,missing,94.1,0.0,0.802524416,1,11.264476926102367
9026318,B,51500,0,8,RENT,3.38,debt_consolidation,36 months,1,missing,16.8,0.0,0.505005622,0,10.849356503939038
9026241,B,45000,0,9,MORTGAGE,9.88,debt_consolidation,36 months,0,missing,32.3,0.0,0.023825348,0,10.714439990727769
9036096,A,68000,0,11,MORTGAGE,16.98,credit_card,36 months,1,missing,70.8,0.0,0.978999277,0,11.127277689932466
9036228,C,27000,0,11,OWN,8.49,credit_card,36 months,0,missing,38.5,0.0,0.757919237,0,10.203629181337648
9036239,F,81000,0,11,RENT,20.28,other,60 months,0,missing,62.1,0.0,0.680012029,0,11.302216779257382
8979192,B,104000,0,11,MORTGAGE,13.07,debt_consolidation,36 months,1,missing,71.3,0.0,0.902991038,1,11.552155793461898
9076112,B,39000,0,11,MORTGAGE,16.55,debt_consolidation,36 months,1,missing,41.2,0.0,0.983857462,0,10.571342565808699
9066150,B,43000,0,10,MORTGAGE,15.46,credit_card,36 months,1,missing,42.7,0.0,0.33973257,0,10.668978650219241
9046436,B,65000,0,11,MORTGAGE,14.83,debt_consolidation,36 months,0,missing,28.3,0.0,0.257460986,0,11.082157933374816
9076185,C,31752,1,0,RENT,30.2,debt_consolidation,36 months,0,missing,51.5,0.0,0.124105355,0,10.365742488046086
9065641,C,45720,1,0,MORTGAGE,12.94,home_improvement,60 months,1,missing,30.1,0.0,0.238142514,0,10.73031298993552
9076201,A,97000,0,8,RENT,20.04,debt_consolidation,36 months,1,missing,97.2,0.0,0.864664282,0,11.48247656671073
9076245,D,185000,0,7,MORTGAGE,11.47,other,60 months,1,missing,83.8,0.0,0.806987454,0,12.128116509451258
9076080,B,50000,0,3,RENT,18.89,other,36 months,0,missing,20.0,0.0,0.719000425,0,10.819798284210286
9066206,B,51000,0,7,RENT,11.34,debt_consolidation,36 months,1,missing,62.0,0.0,0.443622894,0,10.839600519357369
9056277,D,48000,0,11,RENT,32.37,debt_consolidation,60 months,0,missing,65.0,0.0,0.467929954,1,10.778977123006351
9076102,B,44000,0,11,RENT,17.18,debt_consolidation,36 months,1,missing,32.8,0.0,0.165055412,0,10.691967639914864
9094915,C,52000,0,5,MORTGAGE,18.3,credit_card,36 months,0,missing,43.6,0.0,0.845262785,0,10.859018228147887
9076283,C,60000,0,11,MORTGAGE,9.04,debt_consolidation,36 months,0,missing,90.6,31.47,0.75638672,1,11.002116507732017
9066248,D,76000,0,7,MORTGAGE,18.61,debt_consolidation,36 months,1,missing,86.9,0.0,0.016196558,0,11.23850177707664
9076019,C,40000,0,4,MORTGAGE,20.7,other,60 months,0,missing,46.8,0.0,0.976298927,0,10.596659732783579
9076272,C,46000,0,7,RENT,9.63,debt_consolidation,36 months,1,missing,55.4,0.0,0.731113696,0,10.736418414365376
8990172,C,65000,0,11,MORTGAGE,32.92,debt_consolidation,36 months,1,missing,79.5,0.0,0.525034508,0,11.082157933374816
8971628,A,75000,0,4,MORTGAGE,3.76,debt_consolidation,36 months,1,missing,83.8,0.0,0.055790665,0,11.225256725762893
9026356,C,465000,0,8,OWN,7.73,vacation,60 months,1,missing,65.8,0.0,0.112510847,0,13.049794835104816
9024874,D,72000,0,11,MORTGAGE,10.05,debt_consolidation,60 months,1,missing,60.8,0.0,0.389168918,0,11.184435286790631
8886523,D,104000,0,3,MORTGAGE,12.19,debt_consolidation,60 months,0,missing,69.8,0.0,0.948376869,0,11.552155793461898
8204988,C,60000,0,5,RENT,23.06,debt_consolidation,60 months,1,missing,39.2,0.0,0.97359193,0,11.002116507732017
9026505,C,60000,0,2,RENT,0.48,debt_consolidation,60 months,1,missing,5.4,0.0,0.274320902,0,11.002116507732017
8627878,C,110390,0,6,MORTGAGE,5.88,debt_consolidation,60 months,1,1.0,79.4,0.0,0.736275281,0,11.611783887762924
8955980,B,120000,0,11,RENT,14.03,credit_card,36 months,0,missing,46.9,0.0,0.655505631,1,11.695255355062795
9036515,B,70000,0,5,OWN,12.29,debt_consolidation,36 months,0,missing,59.9,0.0,0.405352033,0,11.156264806643742
9056414,E,40000,0,11,MORTGAGE,16.56,debt_consolidation,60 months,0,missing,30.0,0.0,0.73617818,1,10.596659732783579
9066435,B,250000,0,8,MORTGAGE,0.52,house,36 months,1,missing,8.4,15.0,0.137023977,0,12.429220196836383
9056387,C,91428,0,3,OWN,17.93,medical,60 months,1,missing,54.8,0.0,0.363839184,0,11.423317993769555
9036519,C,98000,0,11,MORTGAGE,3.72,debt_consolidation,36 months,0,missing,86.9,0.0,0.141008991,1,11.49273296168228
9056364,C,57600,0,6,MORTGAGE,23.29,debt_consolidation,60 months,1,missing,25.2,0.0,0.265705938,0,10.961295207644392
9066330,A,95459,0,11,MORTGAGE,20.81,debt_consolidation,36 months,0,missing,52.3,0.0,0.370766842,0,11.466462590559887
9024914,C,52000,0,6,MORTGAGE,29.77,debt_consolidation,36 months,1,missing,62.2,0.0,0.686973691,0,10.859018228147887
9026654,D,55000,0,6,MORTGAGE,16.19,debt_consolidation,36 months,1,missing,82.1,0.0,0.764530406,1,10.915106645867503
